,town_symbol,town_name,location_symbol,ballot_address,ballot_location,bldg_nubmer,street,geocode_address,Latitude,Longitude
632,3000,ירושלים,391,אגרות משה,"בי""ס ממד חבד לבנות בית חנה",,אגרות משה,"אגרות משה, ירושלים",31.8090389,35.2231006
636,3000,ירושלים,390,"קהילות יעקב,10 ",מינהל קהילתי רמת שלמה,10,קהילות יעקב,"קהילות יעקב 10, ירושלים",31.8110342,35.2194424
641,3000,ירושלים,62,"זנגויל,29 ","בי""ס ע""ש אגרון",29,זנגויל,"זנגויל 29, ירושלים",31.7626315,35.1773952
647,3000,ירושלים,2,"ורדינון,1 ","בי""ס תל""י גילה",1,ורדינון,"ורדינון 1, ירושלים",31.7352344,35.1992616
651,3000,ירושלים,46,"מבוא נטף,4 ","בי""ס ממלכתי א גילה",4,מבוא נטף,"מבוא נטף 4, ירושלים",31.7345072,35.199283
655,3000,ירושלים,127,"מירסקי יצחק,10 ","בי""ס לבנות רמות פולין",10,מירסקי יצחק,"מירסקי יצחק 10, ירושלים",31.8204836,35.1940847
661,3000,ירושלים,376,"דבורה הנביאה,2 ",משרד החינוך-לב רם,2,דבורה הנביאה,"דבורה הנביאה 2, ירושלים",31.7843987,35.2240058
662,3000,ירושלים,218,"אביגור שאול,9 ","ממ""ד תורני חומת שמואל",9,אביגור שאול,"אביגור שאול 9, ירושלים",31.7236055,35.2202565
667,3000,ירושלים,394,"רפאל יצחק,4 ","בי""ס עופרים",4,רפאל יצחק,"רפאל יצחק 4, ירושלים",31.7238259,35.2160508
670,3000,ירושלים,399,"הרב ניסים יצחק,3 ","בי""ס תל""י למדעים ע""ש אילן רמון",3,הרב ניסים יצחק,"הרב ניסים יצחק 3, ירושלים",31.7262422,35.2233682
674,3000,ירושלים,393,"קורן אליהו,18 ","בי""ס ממ""ד עמיטל",18,קורן אליהו,"קורן אליהו 18, ירושלים",31.7221156,35.2245686
678,3000,ירושלים,72,"יוסי בן יועזר,24 ","בי""ס יונתן זקס",24,יוסי בן יועזר,"יוסי בן יועזר 24, ירושלים",31.7549663,35.2066253
682,3000,ירושלים,333,"שמחת כהן,32 ","בי""ס נועם בנים/בנות-הר חומה",32,שמחת כהן,"שמחת כהן 32, ירושלים",31.7203311,35.2278339
689,3000,ירושלים,248,"תירוש,9 ","בי""ס ממ""ד ב' גילה",9,תירוש,"תירוש 9, ירושלים",31.7353791,35.1804298
696,3000,ירושלים,228,"מוצא תחתית,1א",מעגלים - מוצא תחתית,1א,מוצא תחתית,"מוצא תחתית 1א, ירושלים",31.794407,35.168509
698,3000,ירושלים,316,"מח""ל,9 ","בי""ס תיכון עבדאללה בן-אלחוסיין",9,"מח""ל","מח""ל 9, ירושלים",31.7970613,35.2280971
706,127,רמת רחל,1,רמת רחל,מועדון חברים,,רמת רחל,"רמת רחל, רמת רחל",31.7403163,35.2178825
707,472,אבו גוש,5,דרך השלום,"בי""ס תיכון",,דרך השלום,"דרך השלום, אבו גוש",31.804176,35.157816
710,472,אבו גוש,2,דרך השלום,"בי""ס חטיבת ביניים",,דרך השלום,"דרך השלום, אבו גוש",31.804176,35.157816
712,472,אבו גוש,4,"התמר,2 ","בי""ס יסודי השלום",2,התמר,"התמר 2, אבו גוש",31.8012256,35.1144114
716,1070,אביעזר,2,אביעזר,בית העם,,אביעזר,"אביעזר, אביעזר",31.681996,35.018821
717,783,אבן ספיר,2,אבן ספיר,בית העם,,אבן ספיר,"אבן ספיר, אבן ספיר",31.7625,35.134991
718,3759,אדורה,1,אדורה,מזכירות,,אדורה,"אדורה, אדורה",31.552219,35.017634
719,1123,אדרת,1,אדרת,בית העם,,אדרת,"אדרת, אדרת",31.659715,34.99444
720,780,אורה,2,"אורן,1 ",בית הראשונים,1,אורן,"אורן 1, אורה",31.755603,35.156014
722,3604,אלון שבות,1,מעלה מיכאל,אולם שמחות,,מעלה מיכאל,"מעלה מיכאל, אלון שבות",31.656848,35.125893
725,3604,אלון שבות,2,מגיני הגוש,ספריה איזורית,,מגיני הגוש,"מגיני הגוש, אלון שבות",31.6520838,35.1283179
727,3556,אלמוג,1,אלמוג,מבנה המזכירות מועדון לחבר,,אלמוג,"אלמוג, אלמוג",31.790034,35.461968
728,3618,אלעזר,1,"מתתיהו,4 ",מרכז הפיס,4,מתתיהו,"מתתיהו 4, אלעזר",31.6597607,35.1415096
731,3754,אספר,1,אספר,האולם של הישוב,,אספר,"אספר, אספר",31.586152,35.187594
732,3650,אפרת,2,התאנה,תיכון דרך אבות (לבנים),,התאנה,"התאנה, אפרת",31.6517198,35.1514617
734,3650,אפרת,3,שיבת ציון,"בי""ס אורות עציון(בנים)",,שיבת ציון,"שיבת ציון, אפרת",31.6636237,35.1568019
736,3650,אפרת,6,"שד המלך דוד,35 ",מרכז קהילתי אפרת - הגפן,35,שד המלך דוד,"שד המלך דוד 35, אפרת",31.65597,35.1518525
737,3650,אפרת,1,"שד המלך דוד,37 ","בי""ס ממ""ד עשה חיל",37,שד המלך דוד,"שד המלך דוד 37, אפרת",31.6559603,35.1518276
738,3650,אפרת,7,"מוריה,7 ","בי""ס אריאל שכונת תמר",7,מוריה,"מוריה 7, אפרת",31.653589,35.149934
741,3650,אפרת,9,"זית שמן,1 ","בי""ס אורות עציון בנות",1,זית שמן,"זית שמן 1, אפרת",31.6688725,35.1636668
743,3650,אפרת,8,"חנה,3 ",ישיבה תיכונית אורות יהודה,3,חנה,"חנה 3, אפרת",31.653589,35.149934
746,740,אשתאול,1,אשתאול,בית העם,,אשתאול,"אשתאול, אשתאול",31.780385,35.010102
748,3574,בית אל,4,בית אל,מועדון פיס גיל הזהב שכונה א',,בית אל,"בית אל, בית אל",31.9416,35.222734
749,3574,בית אל,2,מבוא התקומה,מועדון-מרכז שכונה בית אל ב',,מבוא התקומה,"מבוא התקומה, בית אל",31.9384078,35.2205857
754,3645,בית הערבה,2,בית הערבה,מועדון,,בית הערבה,"בית הערבה, בית הערבה",31.807762,35.476411
755,710,בית זית,2,האגם,ריכוז גנים,,האגם,"האגם, בית זית",31.780981,35.161305
757,3575,בית חורון,1,בית חורון,"בי""ס ממלכתי דתי",,בית חורון,"בית חורון, בית חורון",31.87989,35.124097
759,751,בית מאיר,1,בית מאיר,בית העם,,בית מאיר,"בית מאיר, בית מאיר",31.794786,35.036753
760,672,בית נקופה,2,הערבה,מועדון גן אוטו,,הערבה,"הערבה, בית נקופה",31.804063,35.1248906
761,2610,בית שמש,5,"המעפילים,2 ",שרות תעסוקה,2,המעפילים,"המעפילים 2, בית שמש",31.7514928,34.9862063
762,2610,בית שמש,39,"עלית הנוער,2 ","בי""ס עתיד דביר נתיב ישיבתי",2,עלית הנוער,"עלית הנוער 2, בית שמש",31.7466284,34.9913425
763,2610,בית שמש,4,הרצל,היכל הספורט,,הרצל,"הרצל, בית שמש",31.749188,34.991082
767,2610,בית שמש,51,"רביצקי,1 ",בית הנוער ז'בוטינסקי,1,רביצקי,"רביצקי 1, בית שמש",31.7516592,34.9950148
769,2610,בית שמש,22,"רבנו חיים הלוי,1 ","בי""ס מנוחה ונחלה",1,רבנו חיים הלוי,"רבנו חיים הלוי 1, בית שמש",31.7413322,34.9961714
770,2610,בית שמש,1,"הנורית,16 ","בי""ס זבוטינסקי",16,הנורית,"הנורית 16, בית שמש",31.7383204,34.9793829
773,2610,בית שמש,52,"הנרקיס,140 ",מרכז קהילתי מבצע משה,140,הנרקיס,"הנרקיס 140, בית שמש",31.740331,34.976273
774,2610,בית שמש,10,"הרקפת,59 ","מתנ""ס ע""ש מאירוף",59,הרקפת,"הרקפת 59, בית שמש",31.7411387,34.9808466
778,2610,בית שמש,9,"בן אליעזר,7 ","בי""ס עוזיאל",7,בן אליעזר,"בן אליעזר 7, בית שמש",31.7406536,34.9834173
779,2610,בית שמש,11,"בן זאב יהודה,3 ","בי""ס חיי שרה",3,בן זאב יהודה,"בן זאב יהודה 3, בית שמש",31.7423527,34.9937416
784,2610,בית שמש,16,רזיאל דוד,"בי""ס גשר",,רזיאל דוד,"רזיאל דוד, בית שמש",31.7426175,34.9837122
788,2610,בית שמש,44,"הרב הרצוג,51 ","בי""ס תורני ""אורות בנות""",51,הרב הרצוג,"הרב הרצוג 51, בית שמש",31.7373714,34.9887357
796,2610,בית שמש,43,"נחל עין גדי,39 ",גן שילה,39,נחל עין גדי,"נחל עין גדי 39, בית שמש",31.7148248,34.9828485
797,2610,בית שמש,45,"דרך רבין יצחק,21 ",מתנס פסגות השבע,21,דרך רבין יצחק,"דרך רבין יצחק 21, בית שמש",31.744339,34.9941639
798,2610,בית שמש,40,"הגולן,16א",מרכז פיס לחינוך - אולם ספורט,16א,הגולן,"הגולן 16א, בית שמש",31.7451215,34.9911095
800,2610,בית שמש,33,"הגפן,32 ",פרחי הגפן,32,הגפן,"הגפן 32, בית שמש",31.7462722,34.9830193
802,2610,בית שמש,55,"אמרי נועם,1 ",סמינר בית יעקב דרך תבונות,1,אמרי נועם,"אמרי נועם 1, בית שמש",31.747041,34.988099
810,2610,בית שמש,57,"אביי,21 ",בית יעקב רמה ד,21,אביי,"אביי 21, בית שמש",31.7077386,34.9707427
814,2610,בית שמש,42,"נחל שורק,13 ",משכנות דעת,13,נחל שורק,"נחל שורק 13, בית שמש",31.7157767,34.9933305
815,2610,בית שמש,36,"נהר הירקון,40 ","בי""ס - מגן הלב",40,נהר הירקון,"נהר הירקון 40, בית שמש",31.7087682,34.9930263
816,2610,בית שמש,35,"נחל רפאים,17 ","בי""ס ממד תורני הראל",17,נחל רפאים,"נחל רפאים 17, בית שמש",31.7093697,34.9978714
817,2610,בית שמש,32,"ריב""ל,37 ",מתחם גני ילדים,37,"ריב""ל","ריב""ל 37, בית שמש",31.7233713,34.9915945
819,2610,בית שמש,34,"בן עזאי,12 ","בי""ס ויזניץ בנות",12,בן עזאי,"בן עזאי 12, בית שמש",31.7382427,34.9992489
822,2610,בית שמש,37,"נחל שורק,8 ","בי""ס תלמוד תורה - אגף בנים",8,נחל שורק,"נחל שורק 8, בית שמש",31.714396,34.9950978
825,2610,בית שמש,38,"נחל דולב,14 ",אולפנה אהבת ישראל,14,נחל דולב,"נחל דולב 14, בית שמש",31.7157315,34.9976484
829,2610,בית שמש,30,"רבי צדקה יהודה,10 ","בי""ס בית יעקב גור",10,רבי צדקה יהודה,"רבי צדקה יהודה 10, בית שמש",31.7442192,34.9985241
830,2610,בית שמש,15,"הגולן,16 ","בי""ס אשכול",16,הגולן,"הגולן 16, בית שמש",31.7451215,34.9911095
834,2610,בית שמש,53,"נחל עין גדי,56 ","בי""ס וזאת ליהודה",56,נחל עין גדי,"נחל עין גדי 56, בית שמש",31.7138527,34.9861279
841,2610,בית שמש,26,"רבי מאיר בעל הנס,8 ","ביה""ס תפארת חיה ממ""ד בנות",8,רבי מאיר בעל הנס,"רבי מאיר בעל הנס 8, בית שמש",31.7260976,34.9929685
845,2610,בית שמש,48,"יואל הנביא,5 ",חמדת - עץ הדעת,5,יואל הנביא,"יואל הנביא 5, בית שמש",31.70551,34.982515
846,2610,בית שמש,47,"יונה בן אמיתי,4 ",גן ילדים בית יעקב,4,יונה בן אמיתי,"יונה בן אמיתי 4, בית שמש",31.704408,34.9864646
849,2610,בית שמש,6,"בני דן,2 ","בי""ס תפנית",2,בני דן,"בני דן 2, בית שמש",31.7503679,34.9840382
853,2610,בית שמש,49,"נחל דולב,16 ",מתנס גוונים,16,נחל דולב,"נחל דולב 16, בית שמש",31.7151208,34.99629
856,2610,בית שמש,20,"נחל גילה,10 ","בי""ס בית יעקב הרמה",10,נחל גילה,"נחל גילה 10, בית שמש",31.7097393,34.9935682
859,2610,בית שמש,64,"הרב קוק,7 ","בי""ס נצח ישראל בנות",7,הרב קוק,"הרב קוק 7, בית שמש",31.7109297,35.0027941
860,2610,בית שמש,62,"רבי מאיר בעל הנס,6 ","בי""ס תיכון בית יעקב",6,רבי מאיר בעל הנס,"רבי מאיר בעל הנס 6, בית שמש",31.7260018,34.9934327
863,2610,בית שמש,28,"האדמו""ר מבעלזא,2 ","בי""ס מורשת דליה",2,"האדמו""ר מבעלזא","האדמו""ר מבעלזא 2, בית שמש",31.7321332,34.9922817
869,2610,בית שמש,65,"בעל הסולם,3 ",גן ילדים בעל הסולם,3,בעל הסולם,"בעל הסולם 3, בית שמש",31.7188155,34.9803761
871,2610,בית שמש,21,"נחל שורק,15 ","בי""ס אהבת ישראל",15,נחל שורק,"נחל שורק 15, בית שמש",31.7154221,34.9924696
874,2610,בית שמש,46,"אחיה השילוני,9 ","בי""ס בית יעקב רמת בית שמש ג",9,אחיה השילוני,"אחיה השילוני 9, בית שמש",31.7045968,34.9789692
878,2610,בית שמש,59,"הרב איידלשטיין,8 ",גן ילדים שכ רמת אברהם,8,הרב איידלשטיין,"הרב איידלשטיין 8, בית שמש",31.747041,34.988099
880,2610,בית שמש,63,"מרים הנביאה,15 ",מעון קינדרלך,15,מרים הנביאה,"מרים הנביאה 15, בית שמש",31.70169,34.993158
886,2610,בית שמש,56,מר עוקבא,גן ילדים עץ הדעת,,מר עוקבא,"מר עוקבא, בית שמש",31.7081298,34.9669345
891,2610,בית שמש,7,"סמ ויצ""ו,16 ",בית הנוער ויצו,16,"סמ ויצ""ו","סמ ויצ""ו 16, בית שמש",31.7495167,34.9844084
894,3780,ביתר עילית,19,"רבי נחמן מברסלב,2 ","מתנ""ס דברי חיים",2,רבי נחמן מברסלב,"רבי נחמן מברסלב 2, ביתר עילית",31.6964306,35.1174915
896,3780,ביתר עילית,14,"איגרות משה,14 ","בי""ס עטרת שיח",14,איגרות משה,"איגרות משה 14, ביתר עילית",31.694045,35.1086112
900,3780,ביתר עילית,1,"אלעזר המודעי,23 ","בי""ס אהבת חסד - כניסה ראשית",23,אלעזר המודעי,"אלעזר המודעי 23, ביתר עילית",31.7624657,35.2134316
906,3780,ביתר עילית,4,"הרב בנדר,5 ","שלוחת מתנ""ס",5,הרב בנדר,"הרב בנדר 5, ביתר עילית",31.7019828,35.1183253
908,3780,ביתר עילית,16,"קדושת לוי,59 ",סמינר בית יעקב,59,קדושת לוי,"קדושת לוי 59, ביתר עילית",31.7025197,35.110481
913,3780,ביתר עילית,29,"אמרי סופר,3 ",גן ילדים פתחיה,3,אמרי סופר,"אמרי סופר 3, ביתר עילית",31.7010023,35.1119254
915,3780,ביתר עילית,22,"כנסת מרדכי,8 ",סמינר בית-ברכה,8,כנסת מרדכי,"כנסת מרדכי 8, ביתר עילית",31.6966827,35.1066114
921,3780,ביתר עילית,24,"הרב אוירבך,13 ","סמינר מעיינות רבקה - חב""ד",13,הרב אוירבך,"הרב אוירבך 13, ביתר עילית",31.7010023,35.1119254
925,3780,ביתר עילית,28,"אדמור""י ויז'ניץ,31 ",סמינר דרכי רחל,31,"אדמור""י ויז'ניץ","אדמור""י ויז'ניץ 31, ביתר עילית",31.6957738,35.0998592
930,3780,ביתר עילית,15,"פחד יצחק,30 ",בית יעקב נאות רחל,30,פחד יצחק,"פחד יצחק 30, ביתר עילית",31.7009106,35.109166
935,3780,ביתר עילית,5,"הרבי מזוועהיל,10 ","בי""ס בית חיה חב""ד",10,הרבי מזוועהיל,"הרבי מזוועהיל 10, ביתר עילית",31.6944298,35.1133394
940,3780,ביתר עילית,20,"קדושת לוי,64 ",נתיבות-חכמה,64,קדושת לוי,"קדושת לוי 64, ביתר עילית",31.7019083,35.10883
943,864,בקוע,2,בקוע,גן דרור - מול בית מספר 63,,בקוע,"בקוע, בקוע",31.827899,34.924732
944,823,בר גיורא,1,בר גיורא,מזכירות,,בר גיורא,"בר גיורא, בר גיורא",31.729683,35.073414
945,3794,בת עין,1,בת עין,אולם רב תכליתי,,בת עין,"בת עין, בת עין",31.657653,35.101101
